Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 1974-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2000-11-26;2,5;,6;28;22,6;19,9;18,7;84,3;79;2,7;
2000-11-27;2,4;6,7;0;27,7;21,8;17,1;82,3;72;2,8;
2000-11-28;3,1;9,9;0;30,9;23,6;18,5;65,5;41;3,5;
2000-11-29;6,3;8,9;,3;29,9;24,4;19,7;65,3;52;4,8;
2000-11-30;5,6;4,5;17;27,3;21,8;19,1;77,3;72;3,5;
2000-12-01;3,4;,2;,1;20,9;17,7;15,5;86;82;4,6;
2000-12-02;2,3;4;0;25,8;19,4;15,1;77;57;2,2;
2000-12-03;3;8;0;30,6;23,8;17,5;57,3;43;3;
2000-12-04;5,5;,5;,3;26,8;22,6;20,3;84,3;56;2,5;
2000-12-05;2,8;1,8;13,2;24,8;20,6;19,1;85,5;78;2,8;
2000-12-06;2,1;4,1;0;25,9;19,9;17,4;73,3;57;3,8;
2000-12-07;4;10,2;0;28,1;21,1;15,9;69,8;48;3,2;
2000-12-08;4,6;8,4;0;31,7;23,4;18,4;72,3;38;2;
2000-12-09;4,9;9,9;0;32,2;24,3;19,3;68;40;2,4;
2000-12-10;6,3;4,2;9,5;28,2;22,8;18,3;73,5;70;1,7;
2000-12-11;3,7;7,1;8,4;28,9;22;17,2;72,3;44;2,8;
2000-12-12;3,8;6;0;31,5;24,5;18,7;62,5;54;3,3;
2000-12-13;5,7;2,7;0;29,7;24,2;19,7;76,3;58;2,1;
2000-12-14;2,5;1,1;32,3;29,5;23,7;19,7;75,3;63;3;
2000-12-15;3,5;2,5;0;29,9;24,5;21,7;75,5;62;3,3;
2000-12-16;4,1;1,7;8,2;28,9;23,8;21,2;84,3;68;4,3;
2000-12-17;1,9;0;62,8;22,1;16,3;14,3;89;81;3,6;
2000-12-18;,9;0;8,3;19,7;16,5;14,3;83,8;81;3,8;
2000-12-19;2,2;4,9;,2;26,9;20,2;14,7;75,5;56;2,3;
2000-12-20;2,9;7,5;0;28,9;22,5;15,3;64,5;44;2,6;
2000-12-21;6;8,1;0;31,8;24,3;18,3;63,8;49;2,1;
2000-12-22;5,4;8,9;0;31,3;25,3;19,3;60;43;3,5;
2000-12-23;8,1;9,8;0;32;25,8;21,7;66;50;3,4;
2000-12-24;6;null;0;32,2;24,8;20,7;72,5;41;2,3;
2000-12-25;4;null;29,7;29,7;23,6;19,7;76;58;2,9;
2000-12-26;4,5;null;2,1;30;23,1;18,7;78,3;55;2,7;
2000-12-27;3;null;30,2;30,2;24,8;18,7;66;50;3,6;
2000-12-28;2,6;null;,2;27,9;23,8;20,5;72;64;3,3;
2000-12-29;9,6;null;0;29,1;24,4;20,9;71,5;60;3,6;
2000-12-30;6,3;null;13,2;28,5;22,6;20,3;81,3;60;3,5;
2000-12-31;3,5;null;31;21,9;20;18,7;87,8;83;2,8;
2001-01-01;1,5;null;,1;25,7;20,8;17,5;75,3;70;3,8;
2001-01-02;3,4;null;0;26,8;21,3;17,5;72,5;61;4;
2001-01-03;3,6;null;0;26,8;21,4;18,3;77;67;2,3;
2001-01-04;3,1;null;0;30,5;23,9;19,6;72;48;2;
2001-01-05;3,7;null;,6;32;25,6;19,1;67,5;48;1,7;
2001-01-06;7,6;null;0;32,6;26,2;21,9;59,3;46;2,1;
2001-01-07;6,9;null;0;33;26,1;21,7;55,3;37;3;
2001-01-08;6,6;null;0;33,8;25,6;21;65,5;34;2,5;
2001-01-09;7;null;9,4;32,5;25,3;21;65;45;2,9;
2001-01-10;6;null;,2;30,1;24,6;20,6;60,8;48;3,2;
2001-01-11;3,5;null;0;30,9;24,9;20,7;56,5;51;3,7;
2001-01-12;7,7;null;0;27,3;23;20,1;76,8;59;3,4;
2001-01-13;3;null;1,8;28,9;22,7;18,6;83,8;75;2,3;
2001-01-14;2,8;null;11,3;28,3;20,9;16,3;81,8;53;1,4;
2001-01-15;2;null;60,8;28,3;22,5;16,1;75,5;57;2,8;
2001-01-16;2,9;null;2,9;31,7;24,7;19,7;68;42;2,4;
2001-01-17;4,8;null;0;32,1;25,1;20,8;73,8;52;1,3;
2001-01-18;3,9;null;3,9;33,5;25,4;19,9;63,3;41;2,5;
2001-01-19;5,2;null;,2;33;25,9;21,1;57,3;39;2,1;
2001-01-20;6,7;null;0;30,1;23,8;20,1;64,3;42;2,5;
2001-01-21;6,1;null;0;27,1;22,6;19,5;78,5;73;2,7;
2001-01-22;3;null;4,3;28,7;23;19,5;74,3;62;3,2;
2001-01-23;3,5;null;0;29,7;23,6;20,3;86,5;73;2,1;
2001-01-24;2,5;null;9,1;28,8;22,6;20,3;88,5;83;,3;
2001-01-25;2;null;4,2;29,8;23,5;19,4;77,3;51;2,2;
2001-01-26;3;null;4,6;28,8;24,4;20,8;73,3;64;3,9;
2001-01-27;4,5;null;0;31,7;24,4;21,5;74,5;51;1,8;
2001-01-28;5;null;17,6;32,1;26,5;20,7;57;44;2,8;
2001-01-29;6,9;null;13,2;31,2;25,3;19,7;64,8;54;3,7;
2001-01-30;6,6;null;0;31,3;25,2;21,5;73,8;55;2,3;
2001-01-31;4;null;0;30,5;24,7;21,4;78,5;70;1,6;
2001-02-01;3,3;null;18;29,9;24,7;20,2;68;55;2,6;
2001-02-02;6;null;0;31,3;26,4;22;63,8;52;2,9;
2001-02-03;7,2;null;0;30,8;25,6;23;72,8;59;2,2;
2001-02-04;5,9;null;0;32,1;25,9;22,5;72,3;57;,9;
2001-02-05;5;null;3;31,3;24;20,3;86,8;69;,3;
2001-02-06;4;null;66;29,5;23,2;20,3;81,3;67;3,3;
2001-02-07;4,5;null;21,6;28,1;24;21;80,8;68;,4;
2001-02-08;2,1;null;0;30,3;24,8;21,7;76;63;3,8;
2001-02-09;3,9;null;0;25,9;22,9;21,3;84,3;79;,3;
2001-02-10;1,5;null;7,4;26,7;22,7;20,5;81;68;3,2;
2001-02-11;2,5;null;14,3;31,3;25,6;20,4;65,5;55;1,4;
2001-02-12;5,1;null;4,4;31,1;24,2;20,9;74,5;50;1;
2001-02-13;4,3;null;8,9;26,9;22,7;20,5;82,3;70;1,3;
2001-02-14;2,7;null;38,1;28,6;23,2;19,5;76,8;59;2,8;
2001-02-15;4;null;4;29,3;24,3;20,2;75;67;3;
2001-02-16;4,7;null;14,8;31,2;23,8;20,2;82;75;2,5;
2001-02-17;2,7;null;0;29,9;23,6;20,4;81,8;68;1,5;
2001-02-18;2,6;null;3;31,3;24,2;20;74,8;51;,9;
2001-02-19;4,5;null;0;32,9;26;21,3;69,8;41;1,8;
2001-02-20;4,5;null;,4;27,9;24;22,2;78,3;72;3,3;
2001-02-21;,5;null;,7;30;24,1;19,7;74,5;67;2,4;
2001-02-22;3,3;null;0;29,5;24,3;20,4;75,3;56;1,8;
2001-02-23;3,7;4,9;0;31,2;22,5;14,7;85;76;3,3;
2001-02-24;2,5;8;50,1;31,6;23;14,7;76,8;64;1;
2001-02-25;2,5;6,6;30,6;31,3;23,8;18,7;76,3;49;,4;
2001-02-26;2,5;6,3;4,8;30,9;24,2;19,9;72,8;53;2,2;
2001-02-27;3,9;5,9;0;29,5;23;18,9;71;61;2,9;
2001-02-28;4,4;8,9;0;28,7;23,1;19,1;69,3;57;3,2;
2001-03-01;4,6;9,2;0;29,1;23;18,9;70,3;54;4;
2001-03-02;4,9;7,3;0;30,3;21,7;16,1;71,3;42;1,5;
2001-03-03;3;9,4;48,6;29,9;22,3;16,1;69,5;57;1,4;
2001-03-04;4,5;9,5;0;30,8;23,8;17,7;63,3;39;1,8;
2001-03-05;4,5;7,6;0;30,5;24;19,4;64;40;2,3;
2001-03-06;5,1;9,4;0;30;24,8;18,2;61,5;51;2,7;
2001-03-07;6,5;7,4;0;30,5;25,5;22,2;67;54;4,1;
2001-03-08;4,6;0;13;30,5;23,1;20,4;87,3;70;0;
2001-03-09;1,5;11,1;11;26,7;23;20,1;80,5;69;2,1;
2001-03-10;3;3,4;1,8;27,1;22,7;20,7;80,8;60;2;
2001-03-11;3,4;7,4;1,6;29,1;22,7;19,5;76,5;61;2,2;
2001-03-12;4,5;5,7;0;29,1;23,3;19,4;75,3;64;2,7;
2001-03-13;3;8,5;0;32,1;24,7;20,1;65,3;45;2,5;
2001-03-14;3,5;7,1;0;32;25,1;20,7;68;39;1,7;
2001-03-15;5;6,3;0;31,9;25,7;20,9;70,8;54;2,3;
2001-03-16;4,5;9,1;4,5;32,5;26;20,9;69;50;1;
2001-03-17;7,1;6,6;0;31,9;25,7;22,4;73,5;64;1,2;
2001-03-18;2,9;4,4;3,4;28,3;23,4;20,5;79,5;50;1,4;
2001-03-19;8,5;1,3;0;27,3;23,4;20,3;73,5;58;2,9;
2001-03-20;2;6,4;,2;30,7;23,7;19,7;79;73;1,6;
2001-03-21;4,5;7,8;13,5;31,7;24,4;18,9;66;43;1,4;
2001-03-22;1,9;8,9;0;32,5;24,8;18,7;67,5;43;2,8;
2001-03-23;5,3;8,4;0;31,9;25,8;21,2;61,3;52;1,1;
2001-03-24;7,3;5,3;0;31,4;24,7;21,3;70,3;57;,5;
2001-03-25;4,2;6,2;2;31,1;23,7;19,7;73,8;67;2,4;
2001-03-26;4,3;9,2;,7;31,3;23,4;19,7;72,8;44;2,7;
2001-03-27;5,9;7,5;10,9;29,9;22,7;18,8;75,5;54;2;
2001-03-28;4,3;6;,5;27,7;22,2;19,3;84,8;74;,9;
2001-03-29;2;3,3;16;27;21,5;17,5;88,8;84;0;
2001-03-30;1,9;6,6;10,8;26,7;21,8;17,3;76,8;64;2,4;
2001-03-31;3,1;6,6;0;29;21,7;18,3;76;51;1,4;
2001-04-01;2,9;6,9;5;30;21,5;18,1;77,8;55;,7;
2001-04-02;3,2;,1;27,6;23,8;20,8;18,1;85;76;1,3;
2001-04-03;2;5,2;,3;26,7;21,6;18,7;78,8;64;1,5;
2001-04-04;3;8,7;0;27,3;21,5;17;73,8;57;3;
2001-04-05;3,6;6,2;0;28,8;23,1;19,2;77,5;55;1,9;
2001-04-06;2,9;8,6;0;31,3;24,7;20,3;65,5;50;2,5;
2001-04-07;6,2;6,9;0;28,3;23,5;20,8;76,5;62;2,4;
2001-04-08;3,8;4,2;0;28,5;23,2;19,8;73,3;69;3,3;
2001-04-09;3,9;6,2;0;29;23,6;20;74,3;54;3;
2001-04-10;4,9;5,4;0;30,1;25,1;20,4;66,3;56;3,1;
2001-04-11;6,3;7,7;0;29,4;24;21,2;74,3;61;3,2;
2001-04-12;3,9;8,7;0;25,7;20,9;18,7;65,5;48;4,2;
2001-04-13;5,7;9,9;0;24,9;19,9;16,5;65,8;42;2;
2001-04-14;3,7;8,5;0;26,2;20;15,5;69,5;43;3,4;
2001-04-15;4;9,9;0;27,7;21,3;17,3;68,3;43;3,9;
2001-04-16;5,5;10,7;0;26,5;20,5;16,4;64,8;41;3;
2001-04-17;5,2;9,6;0;26,5;20,3;16,2;70,3;52;3,2;
2001-04-18;3,8;10,1;0;26,7;20,8;17,3;69,8;48;2,3;
2001-04-19;3,6;8,7;0;28,4;21,9;16,1;58,8;39;2,8;
2001-04-20;7,4;10,5;0;28,9;23,2;17,7;51;34;1,4;
2001-04-21;10,5;8,7;0;30,9;24;18,8;62,8;37;2,3;
2001-04-22;6,3;4,5;0;27,4;22,8;20,2;72;62;3,2;
2001-04-23;3,9;2,5;0;29,9;24;19,4;63,5;52;2,4;
2001-04-24;5,3;7,7;0;30,5;24;21;68;50;3;
2001-04-25;5,4;7,4;0;29,1;23,2;20,1;76,8;67;2,9;
2001-04-26;3,6;8,8;0;29,6;23,6;19;57;35;2;
2001-04-27;5,7;10,1;0;30,3;23,7;17,9;55,3;34;2,7;
2001-04-28;6,8;10,4;0;31,1;24;18,2;47,3;32;1,8;
2001-04-29;6,9;10,2;0;29,3;22,3;18,4;64,3;40;2,9;
2001-04-30;5,8;9,1;0;27,5;22;18,7;69;40;3,6;
2001-05-01;4,7;8,6;0;29,6;22,7;17,7;70;38;2;
2001-05-02;4,5;9,5;0;30,7;24,6;19;59;41;2,3;
2001-05-03;6;9,4;0;31,7;24,4;19,9;67,3;34;1,2;
2001-05-04;4,5;3,3;0;28,5;22,4;19,8;70,8;46;3;
2001-05-05;4,2;9,1;3,9;20,9;16,3;14,4;43;24;3,4;
2001-05-06;11;7,4;0;20,1;15,4;12,2;65,3;46;4,2;
2001-05-07;4;2,7;1;20;16,4;13,1;80,8;73;2,6;
2001-05-08;3,5;7,7;,5;22,5;16,6;13;73,5;50;2,6;
2001-05-09;3;8,5;0;26,3;19,4;12,4;67;47;1,5;
2001-05-10;4,7;9,2;0;27,5;22,1;15,2;59,5;48;2,1;
2001-05-11;6;,5;0;23,6;18,6;16,2;89,8;62;1,3;
2001-05-12;1;0;6,7;18,5;16,6;15,2;91;86;1,1;
2001-05-13;1;0;47,2;17,5;15,7;14,5;96,8;91;1,6;
2001-05-14;,5;0;1,5;15,6;13,7;12,7;85,3;84;3,6;
2001-05-15;1,8;,6;0;17,8;14,5;11,7;80;69;3,6;
2001-05-16;1,8;0;2,4;16;15,2;13,1;95;87;1,7;
2001-05-17;,7;5,7;15,2;20,6;16,8;13,1;67,8;65;5,8;
2001-05-18;5,9;10,3;,4;19,7;14,1;9,4;65,3;46;3,1;
2001-05-19;2,6;5,8;,1;20,7;15,3;10,9;78;54;2,2;
2001-05-20;2,6;9,4;0;21,9;17;12,7;77,3;55;3,6;
2001-05-21;2,6;4;0;24,3;17,6;13,7;70,5;48;3,4;
2001-05-22;4,8;2,1;0;23,6;18,4;14,2;62,8;51;3,3;
2001-05-23;5,5;1,1;0;21,9;17,9;14,7;76;67;2,6;
2001-05-24;2,7;3,4;0;21,8;17,7;15,6;80;69;3,5;
2001-05-25;2,5;4;0;22,9;18,3;15,3;78,8;74;2,6;
2001-05-26;2,6;4,9;0;23,7;18,8;16,1;79,8;60;2,9;
2001-05-27;2,1;0;0;19;17,9;17,2;89,5;86;,5;
2001-05-28;1,8;null;7,2;26,2;20,7;16,9;73,8;64;4,4;
2001-05-29;4,4;null;0;26,5;21,5;18,1;69,5;45;4,2;
2001-05-30;5,1;null;0;26;20,1;16,3;73,5;43;2,3;
2001-05-31;4,5;null;0;27,1;20,4;16,9;76;46;2,3;
2001-06-01;2,6;null;0;27,9;21,2;16,7;69,8;43;2,5;
2001-06-02;3,4;null;0;27,6;20,6;16,6;66;40;1,3;
2001-06-03;4,5;null;0;26,5;19,9;16,1;79,3;52;2,3;
2001-06-04;2,8;null;0;28;21,4;16,4;69,5;46;1,1;
2001-06-05;4;null;0;28,1;21,9;17;65,5;52;1,8;
2001-06-06;4,8;null;0;27;21,7;18,1;61;45;2,3;
2001-06-07;5,6;null;0;24,2;19,4;17,1;85;68;3,3;
2001-06-08;2,1;null;0;23,1;19,4;17,1;79,8;60;2,6;
2001-06-09;2,3;null;0;26,1;19,7;17,5;73;50;,9;
2001-06-10;2,9;null;3;23,9;18,6;15,9;81;60;2,4;
2001-06-11;2,3;null;0;22,5;18,2;16;78,3;64;3,7;
2001-06-12;3;null;0;24,4;18,6;15,2;74,8;51;3,3;
2001-06-13;3,4;null;0;24,1;18,1;14,3;74,5;44;1;
2001-06-14;3,5;null;0;25,1;18,6;12,6;66,3;43;2,1;
2001-06-15;4,6;null;0;26,6;20,5;14,9;55,5;36;2,6;
2001-06-16;6,2;null;0;27,1;21,5;16,7;46,5;35;2,6;
2001-06-17;9,4;null;0;25,6;20,7;18;63,3;42;3,6;
2001-06-18;5,8;null;2,1;19,5;13,8;11,5;89,8;82;3,1;
2001-06-19;1,1;null;3,3;16,6;14,6;11,4;90,5;86;,7;
2001-06-20;1,1;null;0;17,2;13;10,7;83,8;87;5,5;
2001-06-21;3;null;0;15,9;10,5;6,4;69,3;40;1,8;
2001-06-22;2,5;null;0;16,7;12,5;8,4;76,5;57;2,8;
2001-06-23;2,1;null;0;22,9;15,1;10,7;84;62;2,9;
2001-06-24;1,9;null;0;20,8;16,1;11,7;88;73;2,9;
2001-06-25;1,4;null;0;26,7;19,9;14,7;69,8;46;4;
2001-06-26;4,2;null;0;22,3;15,9;12,7;77;70;3,2;
2001-06-27;3,8;null;16;16,1;11,8;7,6;64,8;45;4,8;
2001-06-28;4,2;null;,1;15,5;12,2;8,4;80,8;73;3,2;
2001-06-29;1,3;null;0;18,5;14,4;10,9;78,5;63;4,1;
2001-06-30;2,4;null;0;22,6;15,9;11,9;77,5;50;1,5;
2001-07-01;2,1;null;0;23,9;15,9;10,3;80,5;53;,9;
2001-07-02;1,8;null;0;26,3;17,5;10,4;65,8;43;1,1;
2001-07-03;3,6;null;0;26;18,5;12,7;67;43;2,1;
2001-07-04;3,6;null;0;27,8;19,4;12,7;57;35;1,8;
2001-07-05;4,8;null;0;27;18,7;13,3;64,8;30;2,2;
2001-07-06;4,6;null;0;22,7;18,1;15,7;78;62;3,9;
2001-07-07;7,3;null;0;23,5;17,7;14,4;77;49;2,4;
2001-07-08;2,9;null;0;25,7;18,8;13,1;68,3;45;,3;
2001-07-09;3,6;null;0;25,6;19,3;14,2;63,3;38;,6;
2001-07-10;3,4;null;0;26,1;19,2;14;57,8;36;1,4;
2001-07-11;4,7;null;0;26,3;21,3;15,3;73,5;54;3,9;
2001-07-12;7,4;null;4,5;22,8;14,5;11,4;87,3;72;1;
2001-07-13;1,2;null;,4;14,6;12;10;75,5;72;3,8;
2001-07-14;2,7;null;0;20,9;14,4;10,2;75,8;53;1,9;
2001-07-15;2,1;null;0;25,3;16,5;10,5;79,8;52;,7;
2001-07-16;1,9;null;0;26,9;19,4;13;63,8;52;2,1;
2001-07-17;4,9;null;0;26,3;19;14,1;49;30;2;
2001-07-18;6,1;null;0;28;21,9;16,2;41,5;30;3,5;
2001-07-19;7,6;null;0;25,9;20,4;15,9;62,3;44;2,1;
2001-07-20;4,6;null;0;28,9;23,4;16,1;40,3;31;4,4;
2001-07-21;11,4;null;0;28,3;21,5;18,4;62,8;36;3,7;
2001-07-22;6,4;null;2,3;18,8;15;13,3;84;78;1,5;
2001-07-23;1,6;null;,1;14,7;12,9;11,1;85;77;4,6;
2001-07-24;1,2;null;,2;18,3;15,3;12,1;91;80;1,5;
2001-07-25;,9;null;2,2;24;17,5;13,7;86,3;66;,4;
2001-07-26;2;null;0;23,1;19,6;15,3;74,8;65;3,3;
2001-07-27;2,9;null;8,5;22,7;15,5;11,5;88,3;75;1,5;
2001-07-28;1,5;null;22,6;12,3;8,8;7,2;84,8;81;2,2;
2001-07-29;1,1;null;,2;17,7;11;5,6;76;52;3,2;
2001-07-30;2,9;null;0;22,7;14,7;8,4;82,8;56;2;
2001-07-31;2,6;null;0;26,7;17,8;11,7;67;34;1,7;
2001-08-01;3,4;null;0;26,4;19,2;13,4;49,5;28;1,8;
2001-08-02;5,6;null;0;26,1;18,5;12,5;52,3;32;1,8;
2001-08-03;5,5;null;0;26,3;19,1;12,4;57,8;37;1,5;
2001-08-04;4,8;null;0;26,5;18,2;13,9;66,8;19;1,9;
2001-08-05;3,9;null;0;25;16,5;12,3;71,5;26;1,1;
2001-08-06;3,7;null;0;25,7;17,1;12,7;74,3;39;1,7;
2001-08-07;2,8;null;0;26,4;18,1;11,7;57,5;31;2,1;
2001-08-08;4,8;null;0;21,6;16,4;12,2;69,5;53;2,1;
2001-08-09;2,5;null;0;23,7;16,2;12,2;72,3;40;1,8;
2001-08-10;2,9;null;0;23,5;16,3;11,8;70,5;41;2,2;
2001-08-11;2,9;null;0;22,1;16,9;13,4;74,5;61;4;
2001-08-12;3;null;0;23,9;17;13,1;73,8;51;2,9;
2001-08-13;3,4;null;0;24,1;17,4;13,1;66,3;32;3,6;
2001-08-14;3,8;null;0;23,7;16,9;12,7;67,3;36;3,1;
2001-08-15;7,8;null;0;23,9;17,4;12,7;64;33;2,8;
2001-08-16;4,5;null;0;23,8;17,2;13,8;68,5;37;2,8;
2001-08-17;4,4;null;0;24,6;18;13,5;54,5;30;1,8;
2001-08-18;5,8;null;0;27,4;20;13,3;50,3;33;3,3;
2001-08-19;5,8;null;0;28,3;21,4;15,2;51,8;35;1,8;
2001-08-20;6,5;null;0;27,3;19,9;15,7;69;56;3,7;
2001-08-21;4;null;0;24,8;18,4;15,3;73,8;49;1,6;
2001-08-22;3,3;null;12;19,5;15,8;14;89,8;83;1,5;
2001-08-23;1,5;null;13,3;20,8;17,4;13,3;70;64;3,3;
2001-08-24;3,2;null;,9;25,7;19,3;14,5;71,5;49;1,9;
2001-08-25;3,5;null;4;27,8;21,6;15,5;57,3;40;1,6;
2001-08-26;5,5;null;0;27;21;17;66,3;45;2,2;
2001-08-27;4,5;null;0;27,9;21,2;16,9;68;49;2,4;
2001-08-28;5,3;null;0;26,5;20,3;17;82,8;67;3;
2001-08-29;3;null;0;21,6;19,3;17,3;87;79;,8;
2001-08-30;4,5;null;2,6;29,2;22,5;16,4;60,5;43;2,7;
2001-08-31;5,5;null;0;29,9;23,1;17,5;59,5;39;1,9;
2001-09-01;5,7;null;0;29,8;23;17,5;53,5;37;2,9;
2001-09-02;5,5;null;0;29,3;23,1;17,5;52,8;41;2,1;
2001-09-03;6,4;null;0;30,9;23,5;17,7;55;30;1,1;
2001-09-04;6,5;null;0;30,7;22,6;18,3;65,3;26;2,6;
2001-09-05;8,7;null;0;24,3;20;17,4;73,8;66;3,8;
2001-09-06;3,8;null;0;20,8;17,4;15,7;85;80;3,1;
2001-09-07;2;null;,9;21,2;17;14,5;76;64;3,6;
2001-09-08;3,5;null;0;28,4;19,4;12,7;65,8;39;2,5;
2001-09-09;5,5;null;0;28,1;20,3;16;69,8;43;2,5;
2001-09-10;4,8;null;0;26,9;20;14,7;73,5;54;2,3;
2001-09-11;3,2;null;0;20,3;16,2;14,2;79,8;75;3,5;
2001-09-12;2,5;null;,1;20,1;15;11,3;66,3;49;5,1;
2001-09-13;4;null;0;28,3;20,4;12,7;63;49;3,3;
2001-09-14;4,3;null;8;22,5;18,6;15,9;89,5;66;1,8;
2001-09-15;1,4;null;38;22,5;17,7;15,7;77,5;80;3,8;
2001-09-16;1,1;null;0;20,9;13,3;10;72,5;70;3,4;
2001-09-17;4,2;null;0;15,5;12;8,5;79,5;65;3,4;
2001-09-18;3,2;null;,3;18,9;13,7;10,7;77;65;5,2;
2001-09-19;2,3;null;0;23,1;15,7;10,3;67,3;41;2,8;
2001-09-20;3,8;null;0;24,8;17,4;11,8;65;39;3,1;
2001-09-21;4,1;null;,4;24,3;17,7;13,5;74,5;59;4;
2001-09-22;3;0;,4;20,3;17;15,4;90;80;3,1;
2001-09-23;1,2;3,6;2,9;22,6;18,1;14,7;79,8;66;3,6;
2001-09-24;2,4;7,1;23,2;27,9;19,6;14,7;76,8;49;1,8;
2001-09-25;2,3;1,3;0;26,2;20,5;16,7;79,8;66;1,1;
2001-09-26;4,7;5,2;9,2;26,3;22,1;18,2;71,5;58;2,8;
2001-09-27;5,6;0;0;23,1;18,2;16,1;87,3;72;3,2;
2001-09-28;2,2;8,6;0;21,5;18;16;81,5;74;5;
2001-09-29;2;2,1;,3;20,5;17,3;15,1;85,3;73;3,8;
2001-09-30;1,7;4,9;4,8;26,8;20,6;15;71;60;4,3;
2001-10-01;5;0;0;22,9;20,1;16,7;86;69;3;
2001-10-02;1,1;4,6;70,2;25,3;20,4;16,7;75,8;78;5,4;
2001-10-03;5,1;11,3;0;24,8;19,8;15,1;57,3;42;5,3;
2001-10-04;10,4;11,4;0;27,3;22,2;16,1;45;31;3,1;
2001-10-05;10,8;9,8;0;28,7;20,5;16,5;59;46;2,4;
2001-10-06;6,2;8,1;0;25,7;18,8;14,3;69,5;59;3,9;
2001-10-07;5,7;8,3;0;25,1;18,8;14,7;72,8;56;4,6;
2001-10-08;4,4;0;7,2;19,3;16,9;15,4;92;79;4,1;
2001-10-09;1,1;0;15,2;20,3;18,1;15,6;87,8;86;2,9;
2001-10-10;1,2;6,8;0;28,3;21,1;16,3;74,3;53;2,2;
2001-10-11;3,4;2,8;0;27,9;21,1;18,3;85,3;78;3,2;
2001-10-12;2,2;6,9;9,6;26,5;19,6;16;79;59;3,4;
2001-10-13;3,5;8,1;0;27,9;20;17,1;76,3;64;3,5;
2001-10-14;3,7;7,2;0;27,5;19,5;14,9;68;38;2,4;
2001-10-15;4,5;10;0;27,9;19,7;14,7;72,8;58;3,3;
2001-10-16;4,5;7,9;0;26,3;19,2;15,7;71;61;4,1;
2001-10-17;4,1;2,2;0;26,7;19,7;15,5;72;47;3,3;
2001-10-18;3,5;8,2;4,3;27,3;21,9;16,6;65,8;47;2,6;
2001-10-19;2,9;2,4;3,3;27,4;19,2;15,7;87,5;72;4,5;
2001-10-20;1,8;4,2;66;24,9;19,5;16,1;81,8;75;4;
2001-10-21;2,8;9,2;0;29,4;23;14,9;59,3;34;2,7;
2001-10-22;6,6;5,4;23;24,9;19,5;16,6;84;65;2,7;
2001-10-23;2,9;9,5;5,5;27,5;20;16,8;63,3;31;2,1;
2001-10-24;5,8;9,7;0;24,9;18,5;14,4;72,3;55;3,7;
2001-10-25;4,7;11,7;0;26,9;19,3;16;68,8;54;4,6;
2001-10-26;5,6;10,6;0;27,1;19;14,2;64,8;37;3,7;
2001-10-27;6;10,4;0;28;19,5;13,2;65,3;46;3,9;
2001-10-28;5,2;11,4;0;30,7;22,5;15,1;52,8;31;1,9;
2001-10-29;7;10,9;0;32,3;23,8;17,3;50,3;28;2,1;
2001-10-30;8,6;9,9;0;32,7;24,5;18,5;49;25;2,8;
2001-10-31;9;9,7;0;31,7;23,3;19,7;65,5;52;3;
2001-11-01;7,5;6;0;26,9;19,9;17,1;78,3;66;3,8;
2001-11-02;4,5;,4;0;21,8;17,8;15,5;80;71;3,8;
2001-11-03;3,1;0;0;18,3;15,9;14,3;75,8;73;3,3;
2001-11-04;2,5;0;,6;18,3;15,9;14,3;82,8;74;3;
2001-11-05;1,5;8;,1;26,3;19,6;14,9;72,8;54;3,5;
2001-11-06;3,7;8,7;0;30,9;21,3;16,7;72,8;44;3;
2001-11-07;5,3;10,1;0;32,7;24,8;16,8;44;32;1,8;
2001-11-08;9,2;9,9;0;32,9;24,1;18,8;58,5;40;3,5;
2001-11-09;8,4;6,5;0;26,9;21,6;18,7;75,8;64;4,2;
2001-11-10;4,6;6,9;0;30,6;24,2;18,8;77;67;1,9;
2001-11-11;4,2;0;1;26,8;21,5;18,3;84;71;2,8;
2001-11-12;2;0;24,5;24,1;20,5;18,5;86;81;2,6;
2001-11-13;3,8;1,3;4;25,4;20;17,4;78,8;67;2,5;
2001-11-14;2,7;4;6,4;27,2;21,4;17,6;84,8;68;2,5;
2001-11-15;3;1,4;9,9;25,9;21,9;19;80,3;65;3;
2001-11-16;3,5;,6;19,1;22,8;20,3;18,8;88;85;2,2;
2001-11-17;1,8;,3;,6;23,9;20,3;18,4;82,5;79;4,2;
2001-11-18;2,7;1,8;0;25,3;19,9;17;80,8;71;3,6;
2001-11-19;2,5;4,6;0;28,3;21,9;18,3;78;72;3,7;
2001-11-20;4,1;6,4;0;27,3;21,9;18,9;73;61;3,3;
2001-11-21;2,9;8,1;0;29,9;22,9;19,3;76;63;3,7;
